year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,14,1,-72,8,3,-242,53,13,85
1988,11,0,-12,6,4,-250,59,5,46
1989,20,0,-88,3,0,-228,56,8,93
1990,19,0,-63,4,3,-206,52,14,75
1991,19,0,-198,5,2,-368,50,11,169
1992,8,0,-70,6,3,-267,60,7,75
1993,13,0,-196,9,4,-429,58,12,56
1994,14,3,-78,6,4,-257,57,10,100
1995,24,0,-73,8,8,-280,56,13,58
1996,14,1,-24,9,0,-245,77,11,81
1997,12,1,-128,7,3,-340,40,12,72
1998,27,1,-116,7,6,-324,46,2,114
1999,15,0,-85,7,0,-277,60,15,100
2000,21,0,-161,8,7,-380,54,12,108
2001,14,0,-153,6,0,-340,54,10,45
2002,13,1,-111,5,0,-304,60,14,14
2003,25,1,-146,7,4,-343,52,7,74
2004,8,2,-107,7,2,-321,60,7,40
2005,18,0,-133,7,4,-335,49,11,93
2006,20,0,-39,6,4,-231,54,13,118
2007,24,0,-121,5,5,-282,43,14,87
2008,11,0,-101,6,0,-287,57,14,129
2009,10,3,-90,4,0,-206,52,11,127
2010,18,0,-74,3,0,-244,57,5,73
2011,12,0,-47,4,1,-154,74,5,71
2012,21,0,-194,8,13,-429,47,11,68
2013,9,0,-79,7,0,-290,58,16,44
2014,16,0,-109,6,3,-278,56,7,127
2015,11,0,-109,5,2,-273,49,0,127
2016,20,1,-91,7,3,-226,53,22,86
2016
2017,40,0,-179,8,13,-356,36,3,140
2018,17,0,-125,5,2,-242,57,4,107
2019,36,0,-193,9,22,-429,45,5,56
2020,31,0,-153,10,16,-351,47,6,82
2021,28,2,-172,6,13,-455,45,10,87
2022,41,0,-108,9,7,-322,36,6,110
2023,14,0,-150,9,7,-355,54,11,109
2024,28,0,-131,8,14,-349,58,6,98
2025,25,0,-108,7,16,-316,45,3,101
2026,33,0,-162,10,8,-390,37,5,115
2027,37,2,-112,8,13,-393,36,3,43
2028,21,0,-83,4,7,-125,39,1,181
2029,15,0,-58,6,10,-298,56,3,65
2030,20,0,-145,8,7,-420,54,2,46
2031,24,0,-93,7,5,-298,55,10,71
2032,19,0,-82,6,8,-307,47,6,91
2033,12,0,-38,8,6,-211,51,11,127
2034,28,0,-150,8,6,-366,52,1,58
2035,25,0,-101,7,8,-297,59,10,176
2036,21,0,-52,7,5,-227,49,12,96
2037,30,0,-147,8,15,-397,47,8,67
2038,24,0,-171,11,8,-363,47,3,96
2039,31,3,-36,6,11,-227,45,2,75
2040,32,0,-166,7,5,-389,33,4,97
2041,39,0,-144,8,20,-359,41,0,103
2042,20,0,-81,6,4,-344,41,0,47
2043,16,0,-205,5,7,-353,33,6,93
2044,36,0,-157,8,3,-375,34,7,135
2045,27,0,-131,8,7,-332,37,2,46
2046,24,0,-123,7,5,-342,44,0,35
