year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-12.3,5.6,9.6,-2.5
1988,-7.6,6.0,11.8,-4.4
1989,-3.2,6.5,11.2,-3.0
1990,-3.6,7.0,11.0,-2.2
1991,-6.9,5.5,11.8,-1.6
1992,-0.3,7.8,10.8,-0.9
1993,-1.5,6.6,10.2,-1.6
1994,-8.8,8.1,14.9,-0.6
1995,-3.8,5.7,11.2,-1.1
1996,-6.9,6.1,12.1,-1.8
1997,-3.0,5.9,14.1,-1.7
1998,-3.2,6.0,11.4,-1.8
1999,-5.9,7.3,12.4,-0.5
2000,-3.5,7.1,11.5,1.2
2001,-7.0,6.4,12.2,-0.2
2002,-3.4,9.8,14.4,-4.3
2003,-4.3,7.5,13.5,-0.9
2004,-4.5,8.1,12.7,-0.1
2005,-4.4,6.9,13.2,1.0
2006,-6.7,7.3,14.2,0.9
2007,-5.1,7.8,11.6,-1.0
2008,-3.6,7.2,11.2,-1.8
2009,-7.1,7.7,12.3,-2.9
2010,-10.0,6.4,12.2,-6.5
2011,-6.1,8.7,13.2,0.8
2012,-4.6,5.6,10.9,-3.2
2013,-7.5,7.8,12.2,0.1
2014,-3.6,7.3,13.7,-1.0
2015,-3.0,5.9,11.8,0.2
2016,-6.0,7.4,12.3,-1.1
