year,annual-estival-days
1987,1
1988,6
1989,2
1990,2
1991,6
1992,7
1993,1
1994,18
1995,1
1996,1
1997,9
1998,0
1999,2
2000,1
2001,4
2002,19
2003,7
2004,3
2005,5
2006,12
2007,6
2008,7
2009,10
2010,1
2011,6
2012,0
2013,4
2014,13
2015,2
2016,3
