year,annual-precipitations
1987,367
1988,382
1989,350
1990,391
1991,294
1992,524
1993,451
1994,785
1995,468
1996,466
1997,476
1998,677
1999,526
2000,761
2001,674
2002,581
2003,623
2004,482
2005,652
2006,585
2007,379
2008,519
2009,546
2010,566
2011,632
2012,528
2013,577
2014,482
2015,540
2016,503
