year,annual-frozen-days
1987,201
1988,218
1989,189
1990,185
1991,206
1992,172
1993,174
1994,178
1995,184
1996,187
1997,173
1998,165
1999,168
2000,146
2001,167
2002,173
2003,170
2004,141
2005,155
2006,166
2007,185
2008,185
2009,180
2010,197
2011,170
2012,187
2013,185
2014,173
2015,172
2016,188
