year,annual-hydric-deficit
1987,-50
1988,-101
1989,-147
1990,-97
1991,-161
1992,-60
1993,-99
1994,250
1995,-63
1996,-34
1997,-79
1998,222
1999,13
2000,313
2001,204
2002,20
2003,108
2004,-23
2005,165
2006,102
2007,-106
2008,59
2009,94
2010,122
2011,151
2012,101
2013,101
2014,-18
2015,65
2016,10
