year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,510,412,40,-59,66,2.4,1927,3,11.6,189
1988,424,436,-76,-192,75,3.0,2048,5,11.3,165
1989,405,428,-86,-193,49,3.0,2004,0,11.8,167
1990,440,405,-35,-106,40,3.8,1984,1,11.8,170
1991,424,490,-172,-165,-7,2.5,1951,0,11.7,179
1992,445,440,-60,-175,55,3.6,2154,5,12.4,169
1993,383,532,-257,-306,55,2.1,1938,2,12.6,188
1994,476,517,-140,-222,59,2.6,1943,3,11.9,174
1995,497,403,33,-83,36,1.7,1832,0,11.3,189
1996,462,515,-161,-236,80,2.9,1954,4,10.8,182
1997,463,526,-172,-208,13,3.0,1971,3,11.4,189
1998,536,400,72,-37,93,3.5,2081,3,12.4,177
1999,450,540,-221,-250,20,3.2,1932,3,11.1,181
2000,388,501,-216,-253,9,2.8,2017,3,11.8,175
2001,540,411,72,-80,82,3.0,1916,7,11.8,174
2002,457,417,-20,-131,59,1.4,2001,6,12.2,186
2003,504,412,25,-68,70,3.4,2242,2,12.3,145
2004,495,412,16,-75,65,2.2,1844,4,11.4,190
2005,513,418,26,-43,64,3.3,2070,0,11.4,170
2006,387,440,-110,-201,60,2.3,2025,3,11.6,185
2007,451,418,-27,-112,38,1.9,1938,5,11.2,177
2008,390,424,-94,-171,59,2.1,1855,2,10.8,182
2009,528,417,51,-78,99,2.3,1895,3,12.2,193
2010,506,449,-11,-142,99,3.8,2231,8,12.9,178
2011,637,384,192,84,81,1.8,1772,2,11.5,198
2012,401,387,-51,-180,81,2.2,1782,1,9.9,171
2013,428,416,-48,-174,55,2.8,1842,6,10.5,192
2014,480,425,-8,-127,72,2.0,1864,2,11.2,180
2015,402,449,-109,-198,47,2.5,2013,9,10.8,179
2016,456,409,-20,-148,61,2.9,1939,4,11.9,177
2016
2017,549,447,38,-92,74,3.7,2193,9,12.1,166
2018,488,464,-40,-204,94,3.7,2259,11,13.7,177
2019,595,411,117,-12,85,3.9,2133,1,13.3,158
2020,617,417,140,-49,110,4.3,2339,1,11.8,144
2021,465,496,-146,-161,26,4.0,2215,1,12.7,147
2022,485,417,0,-142,73,4.3,2357,0,12.2,141
2023,400,525,-270,-276,19,4.2,2209,1,12.4,160
2024,476,550,-193,-276,59,4.4,2342,3,12.1,153
2025,537,424,42,-94,87,4.5,2371,6,12.1,137
2026,457,553,-218,-302,12,4.7,2407,9,13.8,154
2027,519,503,-97,-187,26,3.2,2041,3,12.2,166
2028,566,445,57,-133,121,4.2,2380,10,13.4,156
2029,429,544,-264,-225,-21,4.1,2162,1,11.3,154
2030,558,515,-72,-136,55,4.0,2295,7,12.1,154
2031,527,412,54,-45,58,2.9,2076,0,11.5,159
2032,437,436,-71,-155,53,4.1,2133,3,12.7,167
2033,460,433,-46,-157,92,3.5,2164,2,12.4,166
2034,471,431,-30,-152,81,3.2,1933,4,12.3,175
2035,514,419,27,-86,57,3.2,2195,0,12.0,159
2036,429,435,-82,-143,58,4.0,2199,5,11.5,147
2037,528,428,27,-115,100,4.2,2340,5,12.2,150
2038,453,444,-52,-136,56,4.0,2176,1,13.1,167
2039,618,449,111,-50,87,3.1,2040,3,12.2,175
2040,435,458,-91,-175,68,4.5,2300,7,12.1,165
2041,543,443,32,-112,58,3.6,2296,1,12.6,150
2042,525,458,-3,-140,69,3.6,2209,7,12.7,173
2043,447,439,-60,-211,87,4.2,2229,3,11.5,150
2044,539,449,21,-67,64,4.1,2238,6,13.1,167
2045,655,438,149,-27,119,4.4,2229,2,13.0,159
2046,557,426,61,-45,85,4.7,2201,3,11.8,155

min,300,300,,,,-2,1500,,8,120
max,900,700,,,,6,3000,,16,260
steps,7,9,,,,9,6,,9,8
decimal,,,,,,1,,,1
