year,annual-average-temperature
1987,0.1
1988,1.5
1989,2.9
1990,3.1
1991,2.3
1992,4.4
1993,3.5
1994,3.5
1995,3.0
1996,2.4
1997,3.9
1998,3.1
1999,3.4
2000,4.1
2001,2.9
2002,4.2
2003,4.0
2004,4.1
2005,4.2
2006,4.0
2007,3.4
2008,3.3
2009,2.6
2010,0.6
2011,4.2
2012,2.2
2013,3.2
2014,4.1
2015,3.8
2016,3.2
