year,F1,F3,M4
,label F1,label F3,label M4
1987,142,188,0
1988,122,170,1
1989,133,182,3
1990,133,182,1
1991,131,183,1
1992,129,176,4
1993,140,185,1
1994,142,187,1
1995,136,184,1
1996,128,172,2
1997,140,180,2
1998,138,181,0
1999,133,180,1
2000,130,180,2
2001,132,183,1
2002,138,184,1
2003,140,181,1
2004,141,189,2
2005,133,178,0
2006,127,175,0
2007,140,180,2
2008,138,184,1
2009,135,188,0
2010,128,169,0
2011,149,195,0
2012,127,179,2
2013,143,181,1
2014,135,185,2
2015,126,170,2
2016,134,182,2
2016
2017,129,172,0
2018,128,168,1
2019,135,184,0
2020,117,167,1
2021,124,178,1
2022,113,161,2
2023,129,175,1
2024,115,164,0
2025,123,171,1
2026,127,176,3
2027,130,180,2
2028,129,176,2
2029,125,172,4
2030,126,170,0
2031,120,170,0
2032,131,177,1
2033,136,177,0
2034,143,192,0
2035,124,174,0
2036,116,168,0
2037,126,168,1
2038,130,175,1
2039,129,176,0
2040,114,163,1
2041,127,175,1
2042,136,174,2
2043,129,169,1
2044,129,178,1
2045,125,173,1
2046,123,175,1

min,,19-May
max,,18-Jul
steps,,4
decimal
