year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1352,9,-313,11
1988,1541,12,-235,3
1989,1487,7,-344,0
1990,1466,9,-448,4
1991,1304,11,-349,4
1992,1528,13,-312,4
1993,1493,11,-345,0
1994,1438,8,-255,2
1995,1557,11,-338,3
1996,1701,13,-481,4
1997,1402,9,-388,1
1998,1443,10,-256,5
1999,1341,9,-360,7
2000,1373,12,-309,3
2001,1432,11,-307,10
2002,1468,13,-236,5
2003,1647,11,-353,4
2004,1718,8,-476,1
2005,1252,9,-286,2
2006,1449,8,-225,4
2007,1530,9,-365,1
2008,1482,12,-305,3
2009,1573,10,-196,4
2010,1627,13,-348,1
2011,1451,10,-197,3
2012,1374,10,-425,8
2013,1623,9,-326,0
2014,1504,12,-297,3
2015,1471,10,-191,3
2016,1380,10,-283,6
2016
2017,1791,11,-452,1
2018,1818,11,-463,0
2019,1667,12,-369,5
2020,1714,13,-486,1
2021,1572,13,-485,4
2022,1858,13,-283,3
2023,1770,13,-445,4
2024,1800,11,-555,0
2025,1712,8,-570,4
2026,1785,10,-616,0
2027,1640,12,-448,3
2028,1882,11,-473,2
2029,1867,11,-571,3
2030,1871,10,-535,0
2031,1987,12,-493,4
2032,1799,12,-438,0
2033,1816,13,-528,0
2034,1802,12,-499,0
2035,2109,12,-482,1
2036,1892,11,-471,0
2037,1690,10,-406,6
2038,2061,13,-539,0
2039,2127,13,-569,1
2040,1590,12,-451,0
2041,2032,14,-550,1
2042,1802,12,-528,3
2043,1790,12,-424,0
2044,1835,13,-445,6
2045,1660,14,-427,1
2046,1853,12,-506,3

min,1000,6,,0
max,2500,16,,14
steps,11,11,,8
decimal



