year,A1,A2,A3
,label A1,label A2,label A3
1987,13,2521,116
1988,26,2665,188
1989,15,2666,123
1990,21,2443,158
1991,3,2689,62
1992,26,2613,179
1993,16,2634,133
1994,16,2521,133
1995,22,2585,162
1996,15,2560,148
1997,18,2610,146
1998,36,2560,201
1999,8,2726,92
2000,7,2663,73
2001,28,2849,205
2002,7,2627,79
2003,25,2803,194
2004,34,2790,235
2005,12,2663,78
2006,35,2598,201
2007,23,2587,149
2008,14,2783,129
2009,22,2538,156
2010,37,2551,239
2011,13,2616,123
2012,14,2810,114
2013,17,2682,139
2014,21,2744,170
2015,23,2572,145
2016,18,3020,134
2016
2017,44,2496,285
2018,30,2433,255
2019,41,2650,304
2020,35,2252,249
2021,30,2576,225
2022,42,2293,265
2023,35,2285,279
2024,25,2114,201
2025,43,2322,269
2026,41,2438,365
2027,20,2488,177
2028,41,2662,267
2029,31,2477,280
2030,24,2353,217
2031,56,2514,390
2032,54,2247,327
2033,24,2575,215
2034,40,2455,262
2035,69,2115,439
2036,49,2293,336
2037,31,2641,232
2038,48,2271,327
2039,61,2158,400
2040,21,2635,200
2041,61,2539,444
2042,47,2577,320
2043,34,2262,223
2044,32,2351,254
2045,34,2228,247
2046,43,2295,309

min,,2000
max,,3250
steps,,10
decimal



