year,annual-average-temperature
1987,10.1
1988,10.6
1989,11.4
1990,11.1
1991,10.1
1992,9.3
1993,10.7
1994,11.5
1995,10.8
1996,10.0
1997,11.7
1998,10.7
1999,10.7
2000,10.8
2001,10.1
2002,10.5
2003,11.2
2004,10.2
2005,9.8
2006,11.0
2007,10.2
2008,10.1
2009,10.8
2010,9.5
2011,11.4
2012,10.5
2013,9.8
2014,11.0
2015,11.3
2016,10.8

min,8
max,14
steps,7
decimal


