year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.6,11.7,19.1,7.8
1988,4.2,12.3,17.8,7.8
1989,6.0,12.6,18.5,8.3
1990,6.9,12.5,18.5,6.2
1991,4.2,10.8,19.5,5.8
1992,2.7,11.5,16.8,6.1
1993,4.9,13.3,17.4,7.1
1994,5.4,12.7,19.1,8.7
1995,4.6,12.6,17.4,8.6
1996,4.1,12.7,16.3,6.8
1997,6.9,13.0,18.7,8.2
1998,6.2,12.6,17.8,6.0
1999,4.1,13.1,18.8,6.5
2000,5.0,13.1,17.6,7.5
2001,5.4,12.2,16.6,6.1
2002,5.4,12.6,16.1,8.1
2003,3.2,14.8,19.8,6.9
2004,3.6,12.3,17.6,7.0
2005,2.2,13.5,17.3,6.1
2006,3.0,13.5,18.5,8.9
2007,5.1,13.7,16.2,5.8
2008,4.9,12.6,16.9,5.9
2009,3.4,13.5,18.7,7.5
2010,2.1,12.3,17.9,5.6
2011,4.5,14.1,17.9,8.9
2012,3.1,12.8,18.0,7.8
2013,2.3,10.8,18.2,7.5
2014,5.4,13.2,16.6,8.8
2015,3.8,14.2,18.2,8.6
2016,4.8,12.1,18.4,7.6
