year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,19,19,-79,3,5,-138,35,22,170
1988,20,27,-46,3,20,-125,43,19,205
1989,16,9,-10,2,11,-36,56,21,162
1990,7,17,-53,3,7,-160,54,31,147
1991,12,22,5,4,14,-57,32,19,219
1992,21,18,-23,2,12,-88,52,33,213
1993,29,17,-117,5,15,-244,44,42,132
1994,12,11,55,4,14,-5,61,43,234
1995,8,2,-32,1,1,-130,57,39,180
1996,14,10,-64,5,13,-158,39,26,167
1997,21,16,-32,4,16,-194,50,24,177
1998,4,16,-50,1,11,-105,51,20,212
1999,12,9,-20,5,10,-99,70,13,167
2000,12,29,78,3,14,-30,68,32,226
2001,13,23,23,2,10,-73,63,23,251
2002,25,13,-29,3,23,-100,37,28,198
2003,4,16,38,3,9,-59,68,49,272
2004,21,13,-16,2,9,-69,41,22,188
2005,8,16,40,3,13,-7,42,14,197
2006,8,21,-23,6,3,-70,63,34,243
2007,27,11,-61,2,8,-78,42,38,183
2008,19,33,37,2,21,-26,57,22,163
2009,13,20,45,3,4,54,44,35,225
2010,8,12,-49,3,7,-128,58,34,167
2011,12,29,-10,3,36,-150,45,27,140
2012,4,22,4,0,5,42,60,29,236
2013,6,10,-29,3,10,-106,68,29,138
2014,12,29,-6,2,8,9,54,33,206
2015,17,7,39,4,24,-106,62,20,180
2016,25,23,55,0,10,64,37,38,231
2016
2017,17,15,-61,0,10,-56,57,8,243
2018,25,15,-74,5,24,-170,46,24,194
2019,14,17,-23,3,17,-66,53,12,191
2020,28,16,-98,1,31,-149,49,31,169
2021,23,2,-81,4,34,-247,50,28,68
2022,17,11,-1,2,10,-97,53,22,83
2023,22,8,-103,6,18,-207,48,13,206
2024,11,25,-83,3,14,-252,58,15,121
2025,27,8,-85,3,21,-237,62,3,88
2026,16,5,-134,3,13,-139,57,26,126
2027,21,16,-86,3,15,-247,40,17,144
2028,34,2,-98,3,21,-202,30,12,130
2029,32,11,-129,3,17,-244,47,23,209
2030,35,17,-53,4,20,-243,49,31,116
2031,22,4,-54,2,26,-231,57,15,127
2032,21,12,1,3,29,-209,61,22,136
2033,23,6,25,4,24,-151,37,11,88
2034,27,15,-29,5,31,-244,48,5,140
2035,12,13,-124,3,19,-193,36,14,124
2036,31,10,-132,4,24,-206,46,21,167
2037,31,7,-110,1,26,-225,37,21,118
2038,24,7,-93,4,18,-147,30,6,256
2039,43,3,4,4,34,-187,34,22,58
2040,32,9,-100,4,31,-194,42,31,167
2041,27,9,-49,6,13,-184,29,35,147
2042,19,19,-101,6,38,-294,41,20,151
2043,15,10,1,5,23,-204,62,24,126
2044,26,8,-107,4,22,-283,46,26,141
2045,40,8,-114,5,23,-323,43,19,104
2046,12,14,6,2,15,-75,56,6,113

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
