year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1690,11,-193,1
1988,1794,13,-90,1
1989,1542,10,-91,1
1990,1416,9,-186,6
1991,1512,9,-89,11
1992,1588,11,-74,4
1993,1819,12,-317,7
1994,1483,9,6,0
1995,1436,10,-118,0
1996,1582,9,-184,5
1997,1669,11,-227,1
1998,1522,9,-146,0
1999,1391,11,-140,8
2000,1355,10,-53,7
2001,1435,9,-42,2
2002,1723,10,-122,2
2003,1406,11,37,2
2004,1614,9,-77,0
2005,1626,10,-9,2
2006,1258,10,-56,3
2007,1553,11,-145,1
2008,1503,10,-31,2
2009,1504,10,89,0
2010,1512,12,-185,3
2011,1824,11,-206,0
2012,1428,11,97,0
2013,1490,11,-154,0
2014,1428,9,-43,7
2015,1585,9,-93,0
2016,1671,11,75,7
2016
2017,1501,12,-31,6
2018,1869,11,-170,2
2019,1609,12,-45,3
2020,1869,11,-195,5
2021,1855,13,-347,4
2022,1643,11,-67,0
2023,1806,14,-232,0
2024,1538,11,-324,0
2025,1668,12,-293,7
2026,1594,11,-239,4
2027,1817,12,-309,0
2028,1878,10,-155,0
2029,1631,11,-298,8
2030,1822,12,-334,1
2031,1729,11,-179,0
2032,1658,12,-156,0
2033,1854,11,-211,0
2034,1830,10,-249,0
2035,1903,11,-221,0
2036,1770,10,-222,7
2037,1856,11,-282,0
2038,1902,12,-84,0
2039,2107,12,-264,2
2040,1918,12,-257,0
2041,1967,13,-165,0
2042,1900,11,-316,1
2043,1788,14,-177,3
2044,1858,13,-280,1
2045,1864,10,-334,1
2046,1558,10,-143,2

min,,4
max,,17
steps,,8
decimal
