year,A1,A2,A3
,label A1,label A2,label A3
1987,17,2493,143
1988,30,2874,234
1989,21,2780,158
1990,10,2933,95
1991,15,2863,126
1992,21,3002,174
1993,30,3023,271
1994,22,2789,148
1995,2,2742,65
1996,21,2774,154
1997,24,2519,210
1998,15,2833,148
1999,18,2684,125
2000,14,3310,129
2001,8,2873,112
2002,35,2553,245
2003,13,3230,111
2004,12,2591,130
2005,19,2520,149
2006,5,2948,65
2007,17,2807,134
2008,24,2875,184
2009,15,3127,115
2010,23,2841,158
2011,44,2750,255
2012,9,2908,79
2013,18,2939,126
2014,10,3053,101
2015,31,2517,214
2016,16,2933,160
2016
2017,22,2607,157
2018,49,2691,292
2019,25,2497,181
2020,55,2599,367
2021,34,2415,307
2022,25,2681,166
2023,39,2567,272
2024,15,2655,156
2025,41,2267,250
2026,28,2635,226
2027,30,2578,263
2028,47,2290,304
2029,32,2661,273
2030,33,2620,252
2031,45,2569,303
2032,34,2657,240
2033,33,2299,235
2034,48,2551,339
2035,36,2289,256
2036,43,2700,291
2037,45,2350,281
2038,36,2274,244
2039,67,2500,397
2040,49,2775,302
2041,32,2551,222
2042,46,2644,340
2043,39,2487,292
2044,39,2548,273
2045,44,2277,325
2046,29,2591,179

min,,2000
max,,4000
steps,,9
decimal
