year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,47,121,0
1988,88,137,0
1989,64,132,0
1990,64,132,0
1991,74,138,0
1992,63,134,0
1993,67,141,0
1994,45,117,1
1995,43,119,0
1996,57,117,0
1997,51,115,1
1998,82,135,0
1999,31,143,0
2000,89,147,0
2001,59,131,0
2002,60,123,0
2003,79,140,0
2004,39,122,0
2005,65,119,0
2006,74,137,0
2007,51,126,0
2008,76,136,0
2009,85,136,0
2010,62,131,0
2011,77,127,0
2012,76,127,0
2013,62,125,0
2014,75,136,0
2015,53,124,1
2016,65,129,0
2016
2017,64,138,0
2018,57,124,1
2019,59,127,0
2020,59,128,0
2021,27,121,0
2022,61,134,1
2023,45,130,1
2024,72,125,1
2025,50,127,0
2026,48,127,0
2027,69,123,0
2028,41,117,1
2029,53,134,0
2030,59,120,1
2031,25,133,1
2032,59,136,2
2033,56,115,0
2034,49,137,0
2035,63,121,0
2036,56,133,0
2037,46,123,0
2038,56,122,1
2039,38,123,1
2040,57,125,0
2041,44,114,0
2042,78,133,1
2043,46,124,0
2044,51,114,1
2045,39,113,2
2046,59,129,0

min,,90,0
max,,190,6
steps,,11,7
decimal
