year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.4,14.0,20.0,8.0
1988,5.7,15.4,19.1,7.8
1989,6.3,15.0,19.4,7.2
1990,7.8,15.2,19.4,7.6
1991,4.8,13.3,21.4,6.3
1992,5.1,15.7,21.0,7.6
1993,5.2,16.6,18.5,6.5
1994,7.0,15.2,20.7,9.6
1995,5.6,14.1,19.0,7.1
1996,2.4,14.5,17.3,6.3
1997,4.8,14.4,19.5,7.1
1998,6.1,15.7,18.6,6.2
1999,5.0,15.3,20.1,6.7
2000,5.9,16.3,18.7,9.5
2001,6.3,14.6,18.9,7.2
2002,6.1,15.5,18.2,8.6
2003,4.2,17.2,21.3,6.8
2004,4.6,14.8,19.4,7.0
2005,4.1,16.0,18.9,7.1
2006,2.2,15.5,20.5,9.4
2007,6.5,16.3,17.1,5.7
2008,5.4,14.9,17.5,6.4
2009,2.1,15.6,19.0,7.7
2010,2.8,13.7,18.1,5.2
2011,5.1,15.8,18.5,7.6
2012,3.9,14.9,18.5,7.3
2013,2.2,13.6,19.0,7.6
2014,6.6,15.0,18.1,8.9
2015,4.2,14.7,19.8,9.0
2016,5.4,14.3,19.6,5.6
