year,annual-average-temperature
1987,10.9
1988,12.1
1989,12.0
1990,12.5
1991,11.5
1992,12.4
1993,11.8
1994,13.2
1995,11.5
1996,10.1
1997,11.5
1998,11.7
1999,11.8
2000,12.6
2001,11.8
2002,12.1
2003,12.4
2004,11.5
2005,11.6
2006,12.0
2007,11.4
2008,11.1
2009,11.1
2010,10.0
2011,11.8
2012,11.2
2013,10.7
2014,12.2
2015,12.0
2016,11.2

min,6
max,14
steps,9
decimal
