year,A1,A2,A3
,label A1,label A2,label A3
1987,34,3036,225
1988,28,2713,177
1989,15,2737,116
1990,6,2558,74
1991,19,2703,162
1992,11,2692,86
1993,21,2697,190
1994,22,2522,169
1995,23,2644,152
1996,19,2898,159
1997,4,2672,76
1998,25,3031,174
1999,31,2518,242
2000,7,2694,140
2001,25,2906,180
2002,35,2690,251
2003,23,2913,165
2004,35,2685,237
2005,32,2688,218
2006,30,2619,218
2007,17,2771,119
2008,14,2646,112
2009,26,2727,203
2010,9,2857,77
2011,31,2797,210
2012,15,2943,114
2013,6,2780,77
2014,23,2909,151
2015,23,2956,174
2016,26,2923,197
2016
2017,43,2613,268
2018,46,2394,347
2019,33,2233,255
2020,33,2585,232
2021,59,2688,427
2022,43,2733,284
2023,33,2443,239
2024,25,2429,235
2025,17,2177,132
2026,36,2458,297
2027,36,2369,272
2028,60,2613,391
2029,46,2365,388
2030,32,2470,303
2031,35,2536,198
2032,44,2483,322
2033,44,2474,274
2034,52,2267,330
2035,35,2312,256
2036,22,2364,170
2037,41,2427,271
2038,39,2345,284
2039,36,2447,257
2040,50,2556,319
2041,46,2513,296
2042,47,2623,334
2043,35,2613,263
2044,43,2452,293
2045,41,2783,317
2046,31,2244,226

min,,1600
max,,3200
steps,,9
decimal
