year,annual-estival-days
1987,44
1988,47
1989,68
1990,59
1991,78
1992,59
1993,48
1994,59
1995,60
1996,53
1997,66
1998,59
1999,64
2000,63
2001,57
2002,51
2003,99
2004,60
2005,72
2006,73
2007,55
2008,52
2009,72
2010,58
2011,70
2012,68
2013,59
2014,55
2015,67
2016,67
