year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1714,11,-298,6
1988,1399,9,-183,9
1989,1491,9,-378,0
1990,1440,9,-172,0
1991,1718,11,-434,0
1992,1562,10,-301,0
1993,1776,12,-469,3
1994,1558,9,-339,2
1995,1471,9,-293,1
1996,1444,11,-243,8
1997,1559,10,-313,0
1998,1540,10,-280,7
1999,1770,11,-267,1
2000,1680,12,-443,2
2001,1614,11,-370,2
2002,1694,10,-300,6
2003,1587,10,-256,2
2004,1675,10,-235,2
2005,1793,12,-124,1
2006,1787,12,-343,0
2007,1429,11,-126,5
2008,1500,10,-201,0
2009,1676,12,-295,1
2010,1385,11,-209,0
2011,1602,12,-307,5
2012,1460,12,-173,0
2013,1431,12,-297,2
2014,1438,10,-280,1
2015,1531,10,-192,10
2016,1593,11,-58,1
2016
2017,1822,12,-335,1
2018,1921,12,-384,0
2019,1903,12,-425,6
2020,1831,10,-492,1
2021,2047,11,-443,5
2022,1673,12,-293,7
2023,1831,11,-479,0
2024,1779,13,-506,2
2025,1578,11,-307,1
2026,1848,11,-582,3
2027,1958,13,-486,2
2028,2042,15,-313,1
2029,2017,12,-479,5
2030,1839,10,-421,0
2031,1731,11,-347,3
2032,1871,10,-325,2
2033,1915,11,-301,2
2034,1984,13,-405,0
2035,1860,11,-403,1
2036,1593,11,-233,7
2037,2004,11,-325,0
2038,1850,12,-471,3
2039,1739,12,-378,2
2040,1715,13,-241,9
2041,2074,13,-322,3
2042,1895,10,-491,2
2043,1856,11,-455,2
2044,1911,13,-365,0
2045,1773,12,-354,7
2046,1828,13,-365,5

min,1000,6
max,2500,16
steps,7,11
decimal
