year,annual-precipitations
1987,960
1988,943
1989,672
1990,916
1991,862
1992,746
1993,820
1994,833
1995,711
1996,924
1997,688
1998,801
1999,995
2000,815
2001,883
2002,845
2003,688
2004,910
2005,746
2006,774
2007,816
2008,997
2009,705
2010,801
2011,675
2012,1003
2013,900
2014,764
2015,581
2016,779
