year,annual-frozen-days
1987,67
1988,42
1989,72
1990,52
1991,68
1992,43
1993,51
1994,27
1995,51
1996,57
1997,62
1998,68
1999,47
2000,34
2001,50
2002,28
2003,66
2004,60
2005,75
2006,69
2007,43
2008,46
2009,57
2010,74
2011,38
2012,44
2013,59
2014,20
2015,47
2016,45
