year,annual-average-temperature
1987,10.3
1988,11.5
1989,11.4
1990,11.7
1991,11.0
1992,11.5
1993,11.2
1994,12.4
1995,11.7
1996,10.7
1997,11.9
1998,11.3
1999,11.8
2000,12.3
2001,11.7
2002,12.3
2003,12.7
2004,11.6
2005,11.6
2006,12.2
2007,11.9
2008,11.5
2009,11.9
2010,10.8
2011,12.6
2012,11.9
2013,11.0
2014,12.6
2015,12.5
2016,11.7

min,8
max,14
steps,7
decimal
