year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,40,8,13,201
1988,171,19,-137,120
1989,-8,-43,-169,42
1990,80,26,-230,215
1991,102,-106,-78,124
1992,-17,-92,-149,191
1993,-60,-1,-153,226
1994,54,-69,-59,118
1995,135,-112,-214,87
1996,52,-81,-150,305
1997,-9,-81,-198,139
1998,38,-45,-123,97
1999,131,-97,-40,196
2000,-7,-132,-74,185
2001,113,-56,-101,130
2002,-16,-158,-130,311
2003,-14,-243,-238,231
2004,122,-231,-67,237
2005,74,-17,-266,95
2006,64,-98,-122,85
2007,73,-92,-9,37
2008,24,7,-6,213
2009,44,-93,-231,130
2010,49,-73,-135,159
2011,44,-265,-88,141
2012,-31,11,-24,228
2013,87,39,-84,102
2014,48,-265,-96,268
2015,11,-207,-161,52
2016,99,14,-202,88
