year,F1,F3,M4
,label F1,label F3,label M4
1987,73,135,1
1988,51,136,2
1989,49,127,2
1990,39,126,3
1991,35,125,2
1992,79,126,1
1993,58,130,5
1994,43,119,2
1995,59,126,3
1996,49,132,1
1997,67,123,2
1998,75,138,2
1999,47,119,3
2000,59,118,2
2001,52,136,5
2002,59,137,4
2003,79,138,1
2004,56,130,1
2005,57,123,1
2006,64,126,4
2007,66,130,0
2008,58,126,3
2009,55,124,3
2010,75,137,3
2011,49,143,4
2012,66,135,0
2013,60,122,5
2014,53,134,4
2015,63,138,2
2016,66,130,1
2016
2017,60,134,4
2018,54,122,5
2019,32,126,4
2020,56,126,5
2021,49,129,4
2022,61,137,2
2023,52,127,1
2024,43,119,1
2025,53,123,3
2026,52,120,6
2027,46,110,5
2028,61,130,3
2029,47,123,2
2030,47,122,2
2031,51,129,1
2032,53,128,2
2033,63,126,3
2034,51,128,3
2035,47,115,3
2036,36,123,1
2037,63,122,0
2038,45,110,4
2039,54,126,4
2040,32,130,2
2041,50,124,3
2042,60,134,6
2043,70,131,4
2044,53,126,1
2045,48,134,5
2046,36,115,2
