year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,25,3,-98,5,3,-235,52,36,154
1988,4,2,17,6,2,-130,71,9,147
1989,12,0,-142,5,1,-291,61,30,70
1990,8,5,-89,2,1,-188,58,26,120
1991,24,2,-156,4,3,-364,46,33,96
1992,11,3,-88,4,0,-265,58,16,90
1993,13,3,-113,7,6,-373,44,21,68
1994,20,0,-117,5,4,-262,57,19,91
1995,3,0,-84,5,7,-235,64,27,68
1996,13,7,-66,1,2,-271,68,30,126
1997,14,5,-85,4,0,-263,44,22,58
1998,14,8,-94,4,5,-261,54,28,104
1999,16,0,-69,5,6,-280,59,23,114
2000,16,1,-124,4,1,-343,49,33,67
2001,16,3,-89,7,4,-323,57,42,46
2002,14,11,-82,5,8,-295,47,24,161
2003,11,1,-63,5,2,-216,58,21,137
2004,22,0,-33,5,7,-231,55,28,140
2005,22,1,-16,2,2,-94,50,16,146
2006,27,0,-150,6,3,-274,42,22,100
2007,7,3,1,1,1,-52,72,23,131
2008,6,1,-71,4,3,-198,59,19,137
2009,16,1,-10,4,9,-223,58,26,91
2010,1,3,-82,6,1,-251,62,28,157
2011,23,12,-107,7,7,-304,55,14,131
2012,6,2,-68,4,3,-215,77,41,174
2013,5,0,-87,3,0,-291,59,34,84
2014,13,1,-64,5,3,-264,67,34,60
2015,23,2,-70,3,4,-258,53,26,217
2016,17,9,36,4,9,-68,66,34,156
2016
2017,25,3,-134,6,7,-276,49,14,180
2018,32,0,-123,5,13,-358,48,10,102
2019,32,2,-194,7,4,-433,39,9,143
2020,35,4,-196,9,4,-389,39,21,78
2021,34,8,-84,6,22,-384,41,23,117
2022,24,2,-65,5,14,-221,58,20,112
2023,23,4,-181,4,3,-376,54,14,141
2024,26,0,-184,7,2,-366,52,21,114
2025,9,0,-166,9,1,-294,55,4,144
2026,32,0,-204,7,12,-456,56,9,38
2027,35,1,-178,5,5,-420,37,25,161
2028,36,8,-147,5,14,-301,40,25,143
2029,35,0,-108,5,12,-365,34,18,90
2030,50,0,-224,6,14,-390,36,16,129
2031,15,4,-78,5,3,-248,44,22,87
2032,45,0,-130,7,6,-316,38,7,106
2033,30,3,-55,5,5,-236,44,4,121
2034,28,1,-128,9,9,-393,44,8,150
2035,24,0,-116,6,11,-332,42,7,86
2036,17,2,-24,4,3,-188,54,20,129
2037,27,4,-61,4,7,-270,26,15,109
2038,18,0,-167,7,14,-388,40,17,96
2039,21,1,-137,5,5,-329,55,8,137
2040,24,9,-65,7,8,-209,51,22,154
2041,36,4,-113,5,7,-292,30,26,223
2042,46,3,-198,7,9,-424,35,7,82
2043,38,8,-178,7,8,-361,40,8,130
2044,29,2,-77,6,9,-233,48,11,107
2045,19,1,-65,7,17,-298,53,28,122
2046,17,3,-104,5,3,-303,42,12,94

min,,,,0
max,,,,14
steps,,,,8
decimal
