year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,16,0,-47,4,1,-258,45,16,50
1988,17,8,91,5,3,-46,61,20,78
1989,19,1,-117,6,2,-275,46,19,121
1990,16,3,-102,7,5,-182,43,21,149
1991,26,0,-172,5,8,-375,58,23,150
1992,13,5,9,3,0,-152,52,10,56
1993,26,1,-137,5,4,-272,52,7,148
1994,23,0,-67,5,22,-282,57,25,150
1995,19,1,127,3,0,-89,65,30,73
1996,15,2,-59,4,6,-278,75,11,139
1997,12,3,-61,2,2,-198,49,21,108
1998,21,0,7,5,3,-199,49,18,118
1999,18,0,-130,5,5,-238,58,8,154
2000,17,2,-118,5,1,-355,52,5,81
2001,21,2,-47,6,2,-303,61,14,14
2002,26,2,-90,8,6,-251,53,22,168
2003,18,0,-131,6,4,-276,37,15,116
2004,15,3,9,5,3,-214,46,7,103
2005,20,3,-26,8,13,-288,56,18,45
2006,4,4,24,5,0,-12,66,8,204
2007,19,3,-21,5,1,-100,54,9,159
2008,36,5,-100,4,16,-243,34,26,116
2009,14,1,-8,1,2,-96,66,18,48
2010,12,7,-15,6,4,-259,58,6,44
2011,23,0,7,4,6,-13,51,6,206
2012,28,4,-71,7,17,-305,46,8,44
2013,23,1,-14,6,8,-150,61,20,178
2014,10,3,6,5,3,-174,53,14,147
2015,29,0,-68,7,15,-258,31,12,123
2016,32,0,-119,5,12,-316,47,11,85
2016
2017,34,1,-179,9,16,-451,37,5,62
2018,44,1,-203,6,16,-431,40,0,60
2019,34,0,-99,7,7,-375,42,3,38
2020,35,2,-189,7,10,-393,38,1,92
2021,21,0,-124,4,18,-370,47,3,68
2022,44,0,-148,4,14,-415,40,7,95
2023,44,4,-245,8,16,-498,38,6,76
2024,37,0,-182,6,18,-429,41,1,55
2025,32,0,-118,9,8,-374,40,6,89
2026,26,0,-203,9,9,-436,36,11,124
2027,36,0,-180,6,29,-427,41,9,76
2028,27,0,-159,7,11,-365,58,19,33
2029,40,7,-194,8,17,-497,46,7,2
2030,21,0,-161,7,11,-434,48,12,111
2031,25,1,-98,5,14,-278,55,0,43
2032,31,0,-155,6,18,-394,46,7,58
2033,34,1,-192,9,6,-458,40,6,107
2034,24,0,-145,7,16,-388,56,5,49
2035,55,0,-143,8,16,-384,28,5,59
2036,36,5,-117,5,13,-392,37,10,83
2037,39,3,-123,7,14,-321,41,11,170
2038,40,1,-170,7,11,-380,34,16,175
2039,19,0,26,3,15,-195,54,13,45
2040,27,0,-177,4,12,-338,43,9,148
2041,13,0,-196,7,13,-401,42,1,93
2042,36,0,-168,6,11,-406,42,5,45
2043,34,1,-73,8,8,-243,42,14,112
2044,42,0,-202,9,9,-446,27,12,82
2045,44,0,-235,7,24,-462,36,4,118
2046,23,0,-132,7,17,-411,43,6,46
