year,annual-frozen-days
1987,47
1988,48
1989,36
1990,44
1991,46
1992,27
1993,43
1994,22
1995,41
1996,40
1997,39
1998,49
1999,47
2000,30
2001,38
2002,19
2003,48
2004,58
2005,71
2006,50
2007,41
2008,31
2009,49
2010,69
2011,32
2012,50
2013,37
2014,9
2015,29
2016,22
