year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,877,650,6,-318,149,11.4,4214,48,18.6,53
1988,829,653,-58,-106,38,11.2,4127,49,18.9,58
1989,690,694,-228,-358,30,11.7,4275,54,18.4,43
1990,825,665,-80,-251,66,12.0,4418,45,18.1,41
1991,750,785,-341,-348,-9,12.3,4522,68,19.2,40
1992,858,636,-11,-260,138,11.7,4305,49,18.5,43
1993,816,765,-255,-324,30,12.2,4486,48,18.2,40
1994,724,800,-357,-358,48,11.5,4238,64,20.4,47
1995,728,653,-172,-152,-33,11.5,4211,58,19.1,56
1996,833,736,-194,-340,44,11.9,4381,57,19.4,30
1997,766,726,-229,-310,67,11.6,4249,55,18.8,52
1998,914,679,-4,-254,154,12.4,4523,63,18.7,25
1999,766,740,-297,-323,-60,12.5,4565,71,19.4,30
2000,696,743,-333,-406,10,11.5,4233,53,18.5,39
2001,755,639,-108,-394,169,11.5,4206,49,18.4,40
2002,787,687,-135,-315,57,11.4,4198,53,18.4,59
2003,746,687,-195,-337,107,12.5,4597,59,18.4,35
2004,891,695,-47,-277,108,12.7,4669,61,19.9,28
2005,664,725,-299,-370,-32,12.1,4449,80,20.9,56
2006,989,622,137,-19,18,11.5,4222,45,18.1,41
2007,926,665,11,-220,135,12.5,4569,63,19.6,34
2008,866,691,-59,-294,201,12.0,4386,67,18.8,58
2009,839,658,-68,-220,159,12.1,4437,62,19.9,45
2010,733,656,-167,-346,88,11.1,4099,42,17.7,55
2011,1130,666,227,-83,192,12.3,4553,65,19.8,36
2012,670,724,-299,-393,63,13.3,4877,92,21.4,25
2013,794,665,-100,-205,28,11.3,4120,66,19.5,54
2014,822,688,-104,-248,78,11.5,4262,63,19.3,59
2015,732,706,-233,-302,27,12.9,4748,75,19.9,42
2016,665,693,-264,-408,72,12.5,4550,69,19.6,25
2016
2017,617,743,-378,-545,69,13.7,4992,93,20.9,18
2018,684,744,-301,-499,116,13.5,4941,89,20.6,24
2019,639,723,-326,-478,54,13.8,5027,97,21.0,9
2020,688,733,-286,-503,145,13.4,4926,99,21.1,20
2021,760,816,-377,-506,9,13.8,5047,78,21.8,9
2022,677,716,-283,-393,56,13.5,4922,95,20.9,28
2023,580,836,-576,-620,26,13.5,4941,100,21.1,27
2024,839,823,-272,-507,128,13.5,4958,98,21.7,16
2025,689,719,-274,-477,161,13.1,4776,83,20.4,26
2026,729,812,-382,-527,122,13.4,4915,83,20.7,26
2027,711,828,-410,-544,86,14.3,5211,94,21.7,12
2028,615,684,-318,-433,75,12.6,4637,81,20.6,32
2029,477,824,-658,-666,-8,13.2,4829,117,22.8,52
2030,671,772,-395,-498,50,12.6,4601,65,20.3,36
2031,622,680,-307,-406,78,13.7,5007,83,21.4,15
2032,712,745,-265,-515,207,13.0,4759,91,21.8,27
2033,573,736,-391,-542,146,13.4,4897,85,20.8,13
2034,663,700,-281,-431,107,12.9,4691,68,20.9,15
2035,612,774,-413,-468,77,14.4,5255,109,20.5,12
2036,702,726,-263,-436,104,13.1,4807,84,20.8,29
2037,698,736,-262,-330,88,13.6,4981,104,21.6,28
2038,912,737,-43,-360,184,12.9,4751,101,21.6,39
2039,803,672,-95,-228,78,12.2,4474,68,20.2,32
2040,746,718,-219,-393,124,13.0,4752,70,20.0,23
2041,608,693,-326,-496,64,12.8,4695,48,19.1,13
2042,693,724,-269,-482,132,13.3,4853,106,21.9,38
2043,690,715,-238,-357,65,12.2,4449,93,20.7,37
2044,608,751,-395,-495,124,13.6,4991,97,20.6,27
2045,717,766,-305,-495,112,14.1,5163,100,21.7,19
2046,699,734,-276,-522,138,13.3,4859,77,20.8,26
