year,annual-hydric-deficit
1987,37
1988,184
1989,-343
1990,-151
1991,-74
1992,-16
1993,-257
1994,123
1995,-97
1996,-46
1997,-197
1998,-141
1999,79
2000,-113
2001,-107
2002,-141
2003,-272
2004,-76
2005,-323
2006,-123
2007,16
2008,156
2009,-93
2010,-45
2011,-325
2012,-145
2013,51
2014,-55
2015,-247
2016,41
