year,F1,F3,M4
,label F1,label F3,label M4
1987,61,123,3
1988,46,127,1
1989,34,122,3
1990,21,123,2
1991,39,106,4
1992,48,119,3
1993,52,110,3
1994,40,120,6
1995,35,117,3
1996,32,118,3
1997,32,117,1
1998,37,105,3
1999,41,121,1
2000,43,126,3
2001,31,130,5
2002,47,122,3
2003,42,112,3
2004,31,120,1
2005,61,120,5
2006,42,124,2
2007,36,112,4
2008,26,124,4
2009,38,116,1
2010,46,129,5
2011,49,112,1
2012,34,111,5
2013,54,133,3
2014,66,121,4
2015,47,105,3
2016,25,122,3
2016
2017,25,113,6
2018,41,113,5
2019,25,110,4
2020,38,113,5
2021,28,99,3
2022,26,122,4
2023,32,110,5
2024,15,124,5
2025,35,114,4
2026,34,109,5
2027,26,107,6
2028,18,120,6
2029,29,140,6
2030,37,118,4
2031,18,121,5
2032,40,113,3
2033,19,112,5
2034,33,101,6
2035,17,109,4
2036,29,115,4
2037,18,120,5
2038,33,118,4
2039,39,121,3
2040,38,115,3
2041,35,114,5
2042,51,124,3
2043,37,130,3
2044,40,110,6
2045,37,106,6
2046,26,119,2
