year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.2,14.0,20.1,9.7
1988,6.9,14.8,18.6,9.3
1989,7.8,14.9,19.8,11.3
1990,8.7,14.7,20.5,8.3
1991,6.5,13.0,20.8,8.0
1992,5.9,14.2,19.2,8.8
1993,6.2,14.6,17.9,8.5
1994,7.7,14.1,19.7,10.9
1995,7.1,14.6,19.2,11.0
1996,7.3,15.3,18.2,8.9
1997,8.6,15.6,20.2,10.4
1998,8.5,15.0,19.7,7.3
1999,6.8,15.4,20.4,8.2
2000,6.9,15.8,19.6,10.4
2001,8.3,14.6,18.7,8.4
2002,8.4,14.9,18.1,10.9
2003,6.5,17.5,21.5,9.2
2004,6.1,14.8,19.4,8.9
2005,5.3,16.1,19.4,8.7
2006,5.8,16.0,20.9,10.9
2007,8.0,16.7,18.0,8.1
2008,8.0,15.0,18.6,8.2
2009,5.9,15.7,20.2,10.0
2010,5.0,14.7,19.2,7.8
2011,7.2,16.9,19.9,11.4
2012,5.5,15.1,19.9,10.2
2013,5.3,13.2,20.5,9.6
2014,8.3,15.5,19.1,11.2
2015,6.1,16.5,20.3,11.2
2016,7.4,14.4,20.8,9.8
