year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1682,10,-318,2
1988,1632,11,-106,3
1989,1717,12,-358,1
1990,1710,11,-251,2
1991,1811,11,-348,1
1992,1680,12,-260,0
1993,1718,11,-324,0
1994,1846,11,-358,1
1995,1598,12,-152,11
1996,1554,12,-340,5
1997,1771,11,-310,0
1998,1788,9,-254,0
1999,1782,12,-323,4
2000,1669,11,-406,3
2001,1567,12,-394,2
2002,1693,11,-315,3
2003,1848,10,-337,0
2004,1900,13,-277,0
2005,2008,14,-370,0
2006,1548,12,-19,0
2007,1816,13,-220,0
2008,1927,9,-294,0
2009,1760,13,-220,0
2010,1564,8,-346,0
2011,1831,12,-83,1
2012,2096,12,-393,0
2013,1681,14,-205,5
2014,1762,12,-248,2
2015,1962,12,-302,0
2016,1895,12,-408,0
2016
2017,2109,11,-545,0
2018,2091,12,-499,2
2019,2088,14,-478,0
2020,2072,13,-503,1
2021,2053,14,-506,0
2022,2074,13,-393,2
2023,2207,14,-620,0
2024,2122,13,-507,1
2025,1994,12,-477,0
2026,2116,13,-527,0
2027,2277,14,-544,1
2028,1891,12,-433,0
2029,2206,16,-666,6
2030,1845,11,-498,0
2031,1956,15,-406,4
2032,2120,14,-515,2
2033,2060,13,-542,0
2034,1883,12,-431,1
2035,2330,12,-468,1
2036,2118,13,-436,1
2037,2192,15,-330,0
2038,2194,15,-360,0
2039,1846,12,-228,2
2040,1941,12,-393,1
2041,1786,10,-496,1
2042,2110,15,-482,5
2043,1979,15,-357,1
2044,2190,13,-495,0
2045,2261,14,-495,0
2046,2015,12,-522,0

min,1200,7,,0
max,2700,17,,12
steps,11,11,,7
decimal



