year,annual-estival-days
1987,56
1988,57
1989,96
1990,78
1991,83
1992,48
1993,47
1994,66
1995,81
1996,63
1997,97
1998,78
1999,88
2000,78
2001,70
2002,55
2003,103
2004,82
2005,84
2006,89
2007,67
2008,60
2009,98
2010,73
2011,95
2012,75
2013,66
2014,65
2015,73
2016,73
