year,annual-frozen-days
1987,102
1988,86
1989,87
1990,105
1991,119
1992,75
1993,82
1994,50
1995,91
1996,117
1997,93
1998,84
1999,84
2000,57
2001,88
2002,62
2003,102
2004,93
2005,88
2006,86
2007,50
2008,70
2009,84
2010,102
2011,73
2012,72
2013,88
2014,51
2015,76
2016,68
