year,annual-precipitations
1987,773
1988,801
1989,521
1990,381
1991,433
1992,565
1993,703
1994,629
1995,716
1996,788
1997,674
1998,786
1999,744
2000,746
2001,927
2002,984
2003,544
2004,771
2005,668
2006,756
2007,888
2008,747
2009,768
2010,868
2011,726
2012,757
2013,791
2014,720
2015,597
2016,733

min,300
max,2000
steps,10
decimal
