year,A1,A2,A3
,label A1,label A2,label A3
1987,7,3123,62
1988,6,3221,42
1989,23,3430,149
1990,0,3102,22
1991,2,3498,26
1992,11,3307,67
1993,6,3057,68
1994,4,3191,57
1995,7,3248,69
1996,14,3690,124
1997,3,3553,38
1998,15,2882,96
1999,14,2859,117
2000,23,3420,206
2001,7,3061,52
2002,7,3317,75
2003,13,3238,118
2004,12,2932,90
2005,3,3342,40
2006,14,3621,92
2007,20,3324,161
2008,27,3437,185
2009,13,3157,95
2010,7,3395,83
2011,19,3293,145
2012,8,3390,72
2013,19,3325,107
2014,12,3308,119
2015,16,3257,125
2016,11,3189,85
2016
2017,29,2955,195
2018,28,3123,233
2019,20,3057,124
2020,9,2830,83
2021,8,2935,80
2022,22,3045,138
2023,10,2934,112
2024,21,3252,173
2025,25,2722,195
2026,22,2606,225
2027,20,3035,156
2028,17,2868,96
2029,12,2869,139
2030,26,3335,216
2031,34,3152,218
2032,11,2979,70
2033,13,3072,118
2034,23,2688,179
2035,20,2895,153
2036,38,3291,235
2037,11,2688,117
2038,35,3241,211
2039,17,2947,135
2040,11,2745,114
2041,17,3016,128
2042,21,2701,163
2043,25,3027,202
2044,39,2839,277
2045,5,2948,61
2046,10,3127,102
