year,annual-estival-days
1987,25
1988,25
1989,36
1990,35
1991,37
1992,46
1993,39
1994,53
1995,45
1996,28
1997,53
1998,39
1999,49
2000,51
2001,47
2002,50
2003,91
2004,41
2005,54
2006,57
2007,41
2008,44
2009,39
2010,37
2011,39
2012,42
2013,39
2014,30
2015,50
2016,54

min,16
max,130
steps,9
decimal
