year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1281,9,-129,3
1988,1117,9,-128,4
1989,1249,8,-120,2
1990,1179,8,-146,1
1991,1058,8,-158,8
1992,1338,7,-177,8
1993,1402,9,-264,9
1994,1262,9,-257,3
1995,1427,11,-162,4
1996,1231,8,-349,17
1997,981,8,-170,4
1998,1380,11,-173,0
1999,1405,9,-291,6
2000,1633,9,-386,11
2001,1333,9,-220,0
2002,1381,10,-292,6
2003,1178,10,-294,13
2004,1475,10,-272,0
2005,1136,7,-117,5
2006,1207,8,-139,9
2007,1596,10,-311,6
2008,1603,11,-251,11
2009,1341,7,-146,2
2010,1311,8,-288,7
2011,1520,8,-180,0
2012,1158,7,-126,2
2013,1231,7,-81,3
2014,1464,11,-124,6
2015,1516,8,-230,1
2016,1259,7,-280,11
2016
2017,1579,7,-271,1
2018,1601,10,-273,8
2019,1370,10,-259,5
2020,1318,11,-190,15
2021,1252,9,-333,9
2022,1531,10,-115,4
2023,1630,10,-444,1
2024,1633,11,-334,3
2025,1745,11,-404,5
2026,1706,12,-339,6
2027,1376,9,-182,8
2028,1335,10,-105,5
2029,1466,10,-486,5
2030,1308,8,-411,13
2031,1605,11,-221,10
2032,1389,9,-230,6
2033,1440,11,-196,16
2034,1590,10,-282,6
2035,1702,9,-350,1
2036,1699,10,-296,1
2037,1513,9,-343,1
2038,1719,11,-295,6
2039,1485,10,-248,7
2040,1374,10,-129,3
2041,1326,8,-254,0
2042,1446,8,-206,8
2043,1566,10,-213,7
2044,1786,9,-286,0
2045,1378,10,-246,10
2046,1278,11,-214,11
