year,annual-hydric-deficit
1987,152
1988,127
1989,-164
1990,-259
1991,-188
1992,-181
1993,-61
1994,-135
1995,30
1996,122
1997,-64
1998,56
1999,79
2000,22
2001,146
2002,220
2003,-390
2004,-14
2005,-89
2006,-35
2007,101
2008,-21
2009,76
2010,210
2011,-30
2012,7
2013,112
2014,14
2015,-184
2016,42
