year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.2,11.4,16.7,4.9
1988,2.4,12.8,16.4,5.1
1989,3.6,12.2,16.9,4.6
1990,3.5,11.7,15.6,4.1
1991,0.6,9.9,17.1,2.8
1992,2.8,13.5,18.0,4.7
1993,2.1,14.5,16.3,4.3
1994,4.0,13.0,18.7,6.9
1995,2.8,12.2,17.3,4.5
1996,-0.9,12.3,15.1,4.0
1997,2.8,12.1,17.7,4.7
1998,3.7,13.9,16.5,4.0
1999,2.7,13.2,18.5,4.6
2000,3.5,14.8,16.7,6.7
2001,3.4,12.8,17.4,5.4
2002,3.8,13.8,17.1,5.9
2003,1.6,15.4,19.5,4.9
2004,2.6,12.8,17.6,5.2
2005,1.5,14.0,17.5,5.2
2006,0.1,13.6,19.0,7.9
2007,5.3,15.3,16.3,4.4
2008,4.2,14.0,16.8,5.2
2009,0.4,13.8,17.6,5.4
2010,0.4,12.2,16.5,3.4
2011,2.6,14.3,17.0,5.7
2012,1.9,13.4,17.3,4.9
2013,0.3,12.2,17.3,6.1
2014,4.9,13.5,16.9,7.0
2015,2.4,13.0,18.4,7.4
2016,3.4,13.3,19.0,5.0
