year,annual-frozen-days
1987,83
1988,56
1989,65
1990,55
1991,90
1992,69
1993,77
1994,49
1995,68
1996,78
1997,64
1998,89
1999,70
2000,56
2001,64
2002,35
2003,77
2004,79
2005,94
2006,86
2007,51
2008,70
2009,74
2010,87
2011,54
2012,60
2013,106
2014,57
2015,90
2016,91
