year,annual-precipitations
1987,591
1988,566
1989,615
1990,507
1991,609
1992,516
1993,521
1994,538
1995,1082
1996,886
1997,974
1998,882
1999,1453
2000,1001
2001,1218
2002,1148
2003,758
2004,987
2005,770
2006,984
2007,1123
2008,1146
2009,896
2010,772
2011,620
2012,965
2013,1632
2014,1381
2015,1280
2016,1521
