year,F1,F3,M4
,label F1,label F3,label M4
1987,60,122,4
1988,77,144,1
1989,61,128,2
1990,63,125,0
1991,57,128,1
1992,80,138,1
1993,58,123,1
1994,67,133,4
1995,56,131,2
1996,60,127,0
1997,69,131,2
1998,82,140,3
1999,67,121,2
2000,58,127,3
2001,65,121,2
2002,66,119,2
2003,56,123,1
2004,69,126,3
2005,57,131,1
2006,68,122,4
2007,66,146,1
2008,68,128,3
2009,71,136,0
2010,64,130,4
2011,63,130,2
2012,69,130,1
2013,74,128,1
2014,62,136,1
2015,76,138,0
2016,47,124,1
2016
2017,34,124,4
2018,52,129,4
2019,45,123,2
2020,36,116,5
2021,68,131,4
2022,49,108,2
2023,54,119,1
2024,53,134,2
2025,35,126,3
2026,48,118,1
2027,68,136,3
2028,57,126,2
2029,83,133,3
2030,30,124,2
2031,59,128,4
2032,55,123,1
2033,43,125,3
2034,52,117,2
2035,51,117,5
2036,62,127,1
2037,56,120,3
2038,68,126,1
2039,62,131,3
2040,52,123,3
2041,64,124,1
2042,58,134,4
2043,58,116,2
2044,59,131,1
2045,40,132,3
2046,72,133,1
