year,annual-hydric-deficit
1987,-143
1988,-239
1989,-248
1990,-359
1991,-213
1992,-277
1993,-277
1994,-252
1995,293
1996,121
1997,185
1998,43
1999,651
2000,168
2001,431
2002,365
2003,-172
2004,198
2005,-26
2006,194
2007,343
2008,396
2009,96
2010,20
2011,-176
2012,160
2013,891
2014,596
2015,445
2016,763
