year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1849,12,-283,0
1988,1489,10,-149,2
1989,1594,13,-96,1
1990,1656,10,-23,1
1991,1634,11,-87,3
1992,1430,12,-118,5
1993,1436,8,-226,3
1994,1597,11,-297,1
1995,1511,11,-145,7
1996,1627,11,-342,2
1997,1697,11,-214,2
1998,1710,10,-288,2
1999,1585,9,-248,0
2000,1853,13,-280,1
2001,1823,13,-353,1
2002,1753,11,-235,0
2003,1743,12,-225,0
2004,1651,11,-354,1
2005,1385,11,-117,2
2006,1670,11,-292,8
2007,1189,9,2,10
2008,1498,9,-168,0
2009,1585,12,-130,4
2010,1416,10,-137,2
2011,1643,12,-238,0
2012,1732,10,-138,3
2013,1609,12,-170,1
2014,1544,11,-169,3
2015,1574,11,-229,1
2016,1566,11,-200,3
2016
2017,1745,12,-222,1
2018,2006,12,-364,3
2019,1801,12,-249,1
2020,1860,12,-399,0
2021,1697,10,-402,0
2022,1822,12,-411,4
2023,1707,11,-383,12
2024,1944,12,-471,1
2025,1809,13,-325,3
2026,1729,12,-436,1
2027,1876,13,-261,9
2028,1890,12,-407,0
2029,2064,11,-451,0
2030,1932,12,-377,1
2031,1859,12,-321,1
2032,2001,14,-274,3
2033,1962,12,-405,6
2034,1814,12,-329,0
2035,1718,13,-341,5
2036,1867,13,-415,0
2037,1773,11,-293,3
2038,1996,14,-278,3
2039,1805,14,-411,3
2040,2100,14,-379,0
2041,1769,10,-261,0
2042,1636,12,-232,0
2043,1944,11,-282,0
2044,1769,13,-68,2
2045,1863,11,-367,1
2046,1762,12,-306,3
