year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.5,11.6,18.0,6.1
1988,3.8,13.6,17.7,6.2
1989,4.2,13.2,18.5,6.1
1990,5.3,13.4,18.3,6.2
1991,2.6,11.2,19.2,4.6
1992,2.8,13.3,18.4,5.8
1993,2.9,14.3,17.3,5.4
1994,4.8,12.4,18.5,7.5
1995,4.0,12.8,17.8,6.9
1996,2.6,13.5,16.1,5.7
1997,4.3,13.2,18.3,6.5
1998,4.3,13.4,17.4,4.6
1999,3.6,13.5,18.8,5.5
2000,3.9,14.4,17.5,7.6
2001,5.4,13.2,17.3,6.0
2002,5.2,13.8,17.0,8.0
2003,3.4,16.2,20.3,6.1
2004,3.5,13.3,18.1,6.6
2005,2.5,14.5,18.0,5.9
2006,2.0,14.0,19.2,8.3
2007,5.6,15.6,16.6,5.1
2008,4.5,13.7,16.9,5.7
2009,2.1,15.0,18.8,6.6
2010,1.9,13.3,17.8,5.0
2011,4.2,15.4,17.8,7.3
2012,3.0,13.8,18.3,6.7
2013,1.5,11.5,17.4,6.8
2014,5.6,13.1,16.3,8.4
2015,3.0,13.4,18.0,7.6
2016,4.5,12.4,17.8,5.8
