year,annual-frozen-days
1987,86
1988,71
1989,76
1990,77
1991,88
1992,75
1993,91
1994,56
1995,68
1996,78
1997,68
1998,95
1999,77
2000,57
2001,68
2002,47
2003,91
2004,86
2005,102
2006,95
2007,70
2008,97
2009,76
2010,107
2011,66
2012,72
2013,103
2014,45
2015,81
2016,78
