year,A1,A2,A3
,label A1,label A2,label A3
1987,15,2997,139
1988,7,2839,73
1989,14,3114,101
1990,13,3126,102
1991,22,3194,181
1992,22,2860,144
1993,26,3097,185
1994,9,3011,100
1995,8,3191,63
1996,13,2943,117
1997,1,2983,42
1998,24,3588,151
1999,5,3237,72
2000,11,2976,109
2001,20,3070,128
2002,12,3278,148
2003,9,3031,89
2004,25,3112,161
2005,11,3063,115
2006,21,3107,143
2007,17,2722,120
2008,6,2910,58
2009,6,3061,89
2010,7,2873,81
2011,16,3353,128
2012,13,2749,112
2013,8,3262,69
2014,12,3335,88
2015,14,2881,107
2016,9,2986,88
2016
2017,34,2585,231
2018,15,2888,133
2019,31,2926,253
2020,23,2814,178
2021,38,2583,317
2022,31,2896,213
2023,13,2875,164
2024,33,2918,306
2025,23,2662,143
2026,14,2720,151
2027,30,2702,234
2028,19,2742,161
2029,31,2548,248
2030,37,2937,286
2031,33,2543,232
2032,31,2672,236
2033,9,2884,92
2034,21,2667,207
2035,18,2961,156
2036,26,2695,197
2037,30,2758,201
2038,56,2702,378
2039,26,2879,216
2040,20,2576,168
2041,47,2689,305
2042,56,2734,388
2043,20,2640,143
2044,30,2495,223
2045,49,2634,349
2046,12,2962,100

min,,2100
max,,3700
steps,,9
decimal



