year,annual-estival-days
1987,44
1988,35
1989,54
1990,44
1991,64
1992,45
1993,40
1994,57
1995,39
1996,32
1997,42
1998,54
1999,45
2000,44
2001,51
2002,35
2003,85
2004,51
2005,48
2006,59
2007,40
2008,46
2009,50
2010,46
2011,40
2012,47
2013,49
2014,32
2015,60
2016,60
