year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1510,12,-183,8
1988,1452,9,-106,3
1989,1322,9,-49,8
1990,1320,9,-188,1
1991,1610,9,-165,1
1992,1458,9,-225,7
1993,1564,10,-262,2
1994,1442,9,-239,9
1995,1362,9,-189,4
1996,1555,8,-337,7
1997,1317,10,54,1
1998,1358,10,-31,4
1999,1423,8,-328,5
2000,1509,8,-105,4
2001,1489,11,-94,0
2002,1484,10,-144,10
2003,1357,6,-272,7
2004,1319,8,-70,3
2005,1427,8,-267,8
2006,1515,10,22,2
2007,1570,9,29,0
2008,1280,9,-260,1
2009,1470,11,-35,5
2010,1320,10,-111,10
2011,1355,7,-106,7
2012,1644,10,-127,0
2013,1272,9,-223,2
2014,1404,10,-263,11
2015,1503,10,-25,3
2016,1331,9,-171,2
2016
2017,1865,10,-460,0
2018,1552,13,-316,5
2019,1558,12,-183,13
2020,1787,12,-84,3
2021,1957,9,-398,2
2022,1507,11,-174,8
2023,1560,9,-255,12
2024,1937,12,-455,5
2025,1489,11,-346,6
2026,1665,9,-375,0
2027,1787,11,-410,0
2028,1628,10,-277,0
2029,1762,12,-392,2
2030,1670,12,-344,3
2031,1907,11,-282,0
2032,1738,10,-203,0
2033,1395,8,-222,3
2034,1864,11,-354,1
2035,1465,12,-141,13
2036,1705,10,-370,8
2037,1546,10,-201,2
2038,2033,12,-410,6
2039,1721,10,-464,1
2040,1701,10,-426,1
2041,1924,12,-312,0
2042,2039,12,-427,3
2043,1517,9,-163,1
2044,1781,11,-149,2
2045,1862,11,-385,1
2046,1510,10,-117,2

min,1000,5
max,2500,15
steps,7,11
decimal



