year,F1,F3,M4
,label F1,label F3,label M4
1987,80,146,2
1988,82,136,2
1989,81,142,3
1990,88,144,3
1991,89,138,2
1992,69,141,1
1993,85,143,1
1994,87,142,4
1995,93,141,1
1996,86,136,2
1997,79,143,2
1998,91,151,2
1999,84,139,2
2000,73,138,3
2001,84,142,4
2002,92,152,0
2003,67,141,2
2004,86,144,1
2005,79,137,1
2006,83,140,1
2007,58,132,1
2008,74,128,4
2009,87,146,1
2010,65,141,1
2011,99,151,0
2012,64,133,2
2013,91,148,1
2014,87,145,2
2015,74,136,0
2016,68,135,3
2016
2017,78,132,6
2018,97,146,4
2019,66,150,2
2020,60,133,2
2021,48,131,3
2022,65,142,3
2023,83,139,5
2024,77,134,6
2025,58,135,3
2026,72,128,4
2027,74,132,4
2028,58,122,5
2029,58,128,6
2030,56,146,4
2031,53,123,4
2032,71,137,3
2033,74,139,2
2034,84,134,2
2035,75,149,2
2036,57,138,4
2037,56,123,5
2038,73,133,5
2039,81,137,7
2040,64,130,2
2041,71,129,2
2042,76,134,5
2043,55,124,4
2044,56,123,2
2045,45,135,1
2046,90,147,3

min,,80,0
max,,170,10
steps,,10,11
decimal



