year,annual-frozen-days
1987,62
1988,48
1989,59
1990,54
1991,66
1992,46
1993,71
1994,30
1995,39
1996,47
1997,21
1998,41
1999,53
2000,32
2001,44
2002,33
2003,55
2004,47
2005,82
2006,62
2007,30
2008,34
2009,49
2010,49
2011,48
2012,68
2013,55
2014,10
2015,36
2016,23
