year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,66,109,1
1988,43,109,3
1989,42,124,1
1990,39,110,1
1991,45,106,2
1992,54,105,3
1993,59,125,0
1994,66,115,1
1995,60,128,2
1996,48,115,2
1997,66,109,0
1998,70,116,1
1999,44,112,1
2000,47,106,0
2001,60,121,1
2002,50,118,0
2003,59,114,2
2004,55,112,2
2005,56,115,0
2006,62,118,1
2007,44,114,0
2008,57,121,2
2009,55,117,0
2010,55,118,0
2011,47,112,1
2012,40,113,2
2013,48,109,0
2014,61,116,1
2015,64,110,0
2016,50,118,1
2016
2017,57,109,3
2018,46,110,3
2019,51,109,2
2020,56,115,2
2021,52,109,2
2022,28,115,2
2023,50,109,4
2024,44,112,3
2025,36,122,0
2026,44,113,1
2027,48,113,1
2028,46,113,3
2029,41,113,3
2030,48,114,2
2031,41,111,2
2032,45,116,0
2033,53,109,2
2034,28,112,4
2035,47,119,3
2036,38,108,1
2037,46,108,1
2038,56,113,1
2039,37,113,3
2040,42,115,2
2041,47,109,3
2042,47,102,2
2043,51,106,2
2044,54,108,1
2045,32,107,2
2046,46,111,3
