year,annual-precipitations
1987,495
1988,494
1989,692
1990,558
1991,488
1992,792
1993,678
1994,846
1995,959
1996,1020
1997,636
1998,421
1999,765
2000,524
2001,590
2002,872
2003,485
2004,899
2005,724
2006,453
2007,569
2008,680
2009,581
2010,1076
2011,562
2012,661
2013,1133
2014,944
2015,597
2016,693
