year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,3.1,16.3,23.8,9.2
1988,6.7,17.2,23.3,8.4
1989,6.3,16.9,22.0,7.7
1990,6.9,17.1,22.5,8.2
1991,4.7,15.5,24.1,7.3
1992,5.7,17.0,23.1,9.5
1993,5.1,18.0,22.4,8.6
1994,7.2,17.2,24.0,9.7
1995,5.8,16.7,22.2,8.8
1996,4.5,17.7,20.5,9.1
1997,7.3,17.6,23.3,9.6
1998,7.2,18.3,23.7,8.5
1999,6.8,18.7,24.1,8.8
2000,6.8,19.5,23.0,10.4
2001,7.6,18.3,22.9,8.8
2002,6.8,18.3,22.0,10.5
2003,5.2,19.5,24.9,9.0
2004,5.1,17.3,23.3,10.2
2005,4.7,18.0,22.5,8.0
2006,4.0,18.6,23.5,10.4
2007,7.9,19.6,23.0,8.6
2008,7.1,17.7,23.3,9.9
2009,5.3,19.1,24.3,9.0
2010,4.6,17.7,22.7,7.8
2011,5.8,19.2,23.9,8.7
2012,5.0,18.1,24.0,9.2
2013,4.3,17.5,23.6,9.8
2014,8.4,18.6,22.0,10.9
2015,6.0,18.7,24.3,9.5
2016,7.2,18.5,24.4,9.0
