year,annual-hydric-deficit
1987,-349
1988,-384
1989,-133
1990,-319
1991,-385
1992,-75
1993,-177
1994,-18
1995,140
1996,225
1997,-279
1998,-569
1999,-155
2000,-405
2001,-337
2002,-71
2003,-642
2004,-64
2005,-221
2006,-517
2007,-358
2008,-239
2009,-448
2010,177
2011,-486
2012,-368
2013,274
2014,95
2015,-401
2016,-286
