year,annual-precipitations
1987,636
1988,344
1989,551
1990,337
1991,750
1992,421
1993,556
1994,504
1995,668
1996,684
1997,620
1998,614
1999,529
2000,353
2001,656
2002,502
2003,449
2004,585
2005,603
2006,521
2007,513
2008,635
2009,449
2010,587
2011,377
2012,514
2013,679
2014,591
2015,375
2016,596
