year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-4.0,14.3,18.9,4.4
1988,0.5,14.5,19.8,2.9
1989,4.3,15.6,19.0,5.7
1990,4.8,15.5,19.3,6.2
1991,0.5,14.4,19.1,4.7
1992,1.5,14.5,19.9,4.5
1993,0.3,15.2,18.5,4.1
1994,3.1,16.1,21.6,4.7
1995,2.8,15.2,19.9,2.4
1996,-4.5,16.7,17.5,5.3
1997,0.6,14.7,18.2,4.2
1998,2.2,16.7,19.2,2.2
1999,1.9,16.3,20.8,5.4
2000,1.7,17.1,19.4,7.4
2001,2.6,15.2,20.9,3.3
2002,3.5,16.1,20.1,3.4
2003,-2.3,16.9,19.8,5.1
2004,0.6,15.3,19.4,6.2
2005,0.1,15.3,20.0,5.3
2006,-2.2,15.4,20.0,7.1
2007,4.6,17.6,21.1,4.3
2008,3.3,16.0,19.6,6.8
2009,1.6,16.7,21.2,5.8
2010,-0.7,16.7,21.4,5.2
2011,-0.3,16.1,21.1,5.2
2012,-2.4,18.1,23.0,5.1
2013,-0.1,17.5,19.4,7.2
2014,1.9,15.8,20.8,5.0
2015,2.3,16.5,22.7,6.5
2016,3.2,17.1,21.6,4.5
