year,annual-estival-days
1987,72
1988,64
1989,65
1990,83
1991,60
1992,80
1993,61
1994,98
1995,95
1996,73
1997,71
1998,73
1999,91
2000,87
2001,76
2002,88
2003,104
2004,74
2005,82
2006,82
2007,103
2008,88
2009,102
2010,86
2011,108
2012,123
2013,90
2014,93
2015,108
2016,105

min,16
max,130
steps,9
decimal
