year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1808,11,-651,8
1988,1893,10,-494,3
1989,2126,11,-500,0
1990,2036,11,-624,3
1991,2201,13,-704,0
1992,2031,13,-461,1
1993,2158,10,-610,0
1994,2219,13,-547,0
1995,2127,10,-614,0
1996,2097,12,-657,5
1997,2082,14,-641,0
1998,1698,7,-635,1
1999,1975,10,-651,9
2000,2241,13,-604,1
2001,2167,10,-703,2
2002,2097,10,-666,1
2003,2218,11,-624,0
2004,2267,12,-635,0
2005,2104,10,-600,1
2006,2070,10,-487,3
2007,1921,10,-510,7
2008,1917,11,-469,6
2009,2171,11,-634,5
2010,2487,10,-784,0
2011,2092,10,-510,2
2012,1889,11,-564,0
2013,2120,11,-582,0
2014,1913,11,-502,2
2015,2061,11,-589,2
2016,2073,11,-627,2
2016
2017,2214,11,-647,0
2018,2009,13,-679,0
2019,2414,12,-722,0
2020,2165,12,-610,1
2021,2159,13,-692,6
2022,2050,11,-677,11
2023,2215,9,-652,7
2024,2291,10,-710,0
2025,2156,12,-570,0
2026,2349,10,-901,0
2027,2180,12,-717,2
2028,2420,12,-707,0
2029,2222,14,-655,3
2030,2399,13,-804,0
2031,1919,13,-501,5
2032,2314,12,-707,0
2033,2228,14,-701,4
2034,2124,11,-513,3
2035,2295,12,-687,3
2036,2179,12,-629,0
2037,2257,14,-641,0
2038,2250,12,-646,4
2039,2334,15,-593,1
2040,1926,11,-602,2
2041,2629,12,-688,0
2042,2502,12,-623,0
2043,2173,9,-629,2
2044,2256,11,-692,2
2045,2304,11,-675,0
2046,1762,10,-445,4
