year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,-4,-61,-117,62
1988,-28,-94,-264,-49
1989,-66,-124,-41,-55
1990,-104,-171,-278,3
1991,-10,-61,80,-2
1992,-5,-98,-258,-13
1993,57,-116,-192,2
1994,-66,-236,-256,140
1995,8,-105,-63,16
1996,59,-239,15,93
1997,-26,-134,-44,82
1998,33,-220,-127,145
1999,39,-175,-203,32
2000,-6,-329,-199,-42
2001,-29,-109,-137,46
2002,-77,-264,-104,49
2003,16,-347,-172,21
2004,29,-308,-30,-7
2005,17,-56,-227,19
2006,46,-134,-201,-58
2007,-37,-334,-206,85
2008,-65,-123,-96,19
2009,66,-274,-306,70
2010,25,-96,-214,60
2011,-39,-138,-260,-20
2012,26,-176,-284,75
2013,47,38,-148,-49
2014,-20,-72,-242,78
2015,10,-290,-245,14
2016,-29,-96,-291,132
